,prn,X,Y,Z,Dts,TGD,epoch
0,"[ 1.  2.  3.  4.  5.  6.  7.  8.  9. 10. 11. 12. 13. 14. 15. 16. 17. 18.
 19. 20. 21. 22. 23. 24. 25. 26. 27. 28. 29. 30. 31. 32.]","[-15542943.33484911  22386513.07209459 -10897617.10065037
  24912153.89903534  12756428.06412699 -13545927.06602304
  10530660.26341386  21152357.54436267   8623212.41598441
  17306341.12650535  -2586316.55292191  -3652112.09355346
   6328477.54619405 -13900568.84069168   7738479.00853683
 -18402300.48862827  14812140.61208923 -19240277.40438369
  -8662656.71545158   8027144.51576838 -15864584.97064926
 -23242058.69122162    227036.82892283    608134.66604915
   4027159.76080151 -11104192.39023068  12342112.61157888
  22765731.11804055  -5155922.69583993 -14011528.68275209
 -24867891.31349027  -1417614.85253085]","[-19161545.06411246 -13478471.46083947  18257824.23543261
  -4546751.54374943  -9328093.94012996  14692717.65627304
  11394394.79705413   3029162.14512837 -18051275.43151547
  -4491870.38555204  19994993.37737526 -18382399.14377743
  21288607.20720019  -5244777.6526525  -23847520.46030471
   2713068.29887726   3966822.42926876 -18123441.94150586
  24034945.19535406  19496343.92468783  -8951816.29172474
 -10623933.90284299  26122752.66804716 -16480314.48236884
  14993339.23069305 -14141095.34891041 -17846215.3818033
  13080785.87767227 -23635274.62057503 -19181908.28672422
   6869619.96077706  17016967.04490316]","[-10076992.92556367   3115641.66851041  15351373.63683779
  -8767666.01484086  21340643.23137371  17620983.27159259
  21568294.20173401  16088891.71233996 -18107477.41094694
  19572685.39383764 -17374315.70760594 -18818911.88413796
  14428961.87688882 -21887112.46687014   8644010.67787922
  19103874.40047235 -21621778.0413115    4437808.01218301
   6731843.28337604 -16319009.30712092  19814330.41240304
  -7219165.36704286   3763832.29143995  20968400.12544651
  21918099.44783989 -19920576.48078289 -14566323.63532747
  -4529560.26664788  11098209.45694889 -12325918.23959872
  -6426499.13614028 -20059964.93453132]","[-7.51746424e-05  2.10208577e-04  4.95607895e-04 -4.34628242e-04
 -2.17318015e-05  2.62348916e-04  5.07149697e-06  1.63547552e-06
  9.73140728e-05 -3.16869166e-05 -3.72433032e-05 -1.69086688e-04
  3.06636614e-04 -5.41870567e-06 -3.15729752e-04 -2.55659622e-05
  1.17015751e-04  3.86223334e-05 -7.01241017e-06  6.42822049e-05
 -3.10610857e-05  1.82624194e-04  3.83315059e-04  2.49857165e-04
  6.86041602e-05 -6.13004494e-06  1.13151223e-04 -2.42109312e-05
  8.65364624e-05  2.06519143e-04 -5.69184387e-05  1.26531775e-04]","[-1.90921128e-08 -1.72294676e-08 -4.19095159e-09 -6.05359673e-09
 -8.84756446e-09 -5.12227416e-09 -1.07102096e-08 -3.72529030e-09
 -5.58793545e-09 -2.79396772e-09 -1.16415322e-08 -1.21071935e-08
 -1.11758709e-08 -8.84756446e-09 -9.77888703e-09 -9.77888703e-09
 -1.02445483e-08 -1.07102096e-08 -1.44354999e-08 -7.45058060e-09
 -1.21071935e-08 -1.76951289e-08 -2.00234354e-08 -1.39698386e-09
 -7.45058060e-09 -6.05359673e-09 -4.19095159e-09 -1.07102096e-08
 -8.84756446e-09 -7.91624188e-09 -1.30385160e-08 -3.25962901e-09]",2009-12-31 21:00:00
1,"[ 1.  2.  3.  4.  5.  6.  7.  8.  9. 10. 11. 12. 13. 14. 15. 16. 17. 18.
 19. 20. 21. 22. 23. 24. 25. 26. 27. 28. 29. 30. 31. 32.]","[-14359411.07558213  22730314.68747012 -11278855.65659821
  24030392.76469151  14743382.99325874 -13714004.19810913
   8326018.32981066  19414241.34136883  10300222.30964197
  19047293.11210572  -4218942.65611239  -1733198.22956594
   6021257.55087528 -13635295.4605856    7947216.88008651
 -20054296.17003231  14604945.27808092 -18568082.92736223
  -8809826.91491604   6269395.98489564 -13875417.36454521
 -23636461.65306531    -41886.74813332   2762351.41094181
   1985934.09116231 -10773690.0472763   13856734.2174965
  22977683.147492    -4843281.49784171 -12632639.07627773
 -24144496.84412887  -3367325.23653612]","[-18645106.53857098 -13266423.51679952  16339580.69354714
  -3817462.45668101  -7976792.26573518  12614042.76782696
  12538506.07596445   3863972.0313845  -18842565.85086352
  -3164443.25363184  20992276.75710648 -17237790.57618428
  22795134.97273669  -7724847.09176233 -22705387.12396357
   1450166.52434413   6422252.66131228 -17993812.72288855
  23083003.80228263  18643475.93623295 -10020501.20162901
 -11268840.84050205  26378993.78163638 -17361055.46447227
  16244201.03700577 -16215429.75484745 -18510834.87257357
  13483415.4583143  -24725928.08035543 -18605315.21718609
   6283167.86364714  15592700.26887381]","[-12519421.98026114    285662.63095314  17128109.66289035
 -11238024.17366729  20603426.06593897  19066997.46834857
  21881161.16540898  17943375.72448206 -16258693.66949652
  18210153.26732713 -15747234.04203297 -20115949.57766546
  12088686.73403114 -21326063.46526821  11177170.81299366
  17531596.67116836 -21188273.77826853   7126721.29001359
   9391124.14472157 -18006613.8620134   20730912.95875051
  -4523415.55445609    890014.33036784  20082868.50695004
  21304982.61757459 -18381842.20224054 -12298191.99389533
  -1704313.50366886   8553882.65621904 -14562050.86978977
  -9114678.95811778 -20922192.41716071]","[-7.51763469e-05  2.10209785e-04  4.95608632e-04 -4.34642628e-04
 -2.17278305e-05  2.62348618e-04  5.07101939e-06  1.63792064e-06
  9.73204740e-05 -3.16881019e-05 -3.72447321e-05 -1.69082272e-04
  3.06635825e-04 -5.41576239e-06 -3.15728650e-04 -2.55685114e-05
  1.17018199e-04  3.86275027e-05 -7.01588716e-06  6.42826581e-05
 -3.10594443e-05  1.82623316e-04  3.83312431e-04  2.49861523e-04
  6.86159328e-05 -6.12984752e-06  1.13149602e-04 -2.42092860e-05
  8.65396171e-05  2.06524547e-04 -5.69171450e-05  1.26522050e-04]","[-1.90921128e-08 -1.72294676e-08 -4.19095159e-09 -6.05359673e-09
 -8.84756446e-09 -5.12227416e-09 -1.07102096e-08 -3.72529030e-09
 -5.58793545e-09 -2.79396772e-09 -1.16415322e-08 -1.21071935e-08
 -1.11758709e-08 -8.84756446e-09 -9.77888703e-09 -9.77888703e-09
 -1.02445483e-08 -1.07102096e-08 -1.44354999e-08 -7.45058060e-09
 -1.21071935e-08 -1.76951289e-08 -2.00234354e-08 -1.39698386e-09
 -7.45058060e-09 -6.05359673e-09 -4.19095159e-09 -1.07102096e-08
 -8.84756446e-09 -7.91624188e-09 -1.30385160e-08 -3.25962901e-09]",2009-12-31 21:15:00
2,"[ 1.  2.  3.  4.  5.  6.  7.  8.  9. 10. 11. 12. 13. 14. 15. 16. 17. 18.
 19. 20. 21. 22. 23. 24. 25. 26. 27. 28. 29. 30. 31. 32.]","[-12920714.93163531  22807145.88029996 -11769660.69637136
  22956437.17255193  16707135.33151304 -13989314.90036439
   6172298.45961866  17553099.0467392   11748929.28530291
  20703836.6695345   -5670519.68515911    355957.08873923
   5816108.45428305 -13512257.6973692    8220115.94803489
 -21604920.00647792  14526429.54412983 -17640168.19430871
  -8984607.12717292   4320204.85732589 -11865060.53420677
 -23798633.47544159   -297290.62635234   4762311.99305644
     88442.04145779 -10569998.9696889   15099354.30217944
  22939458.33959147  -4593406.47101908 -11017863.56743314
 -23198616.74187421  -5455336.91267266]","[-18063407.67226642 -12904167.79427229  14256398.80859871
  -2912033.89157913  -6782043.61528933  10403853.76020178
  13806940.00274601   4886534.63483606 -19609023.47077618
  -2019255.98125392  21921637.76162804 -16133385.77780215
  24037744.83855244 -10129168.40086176 -21299818.6582801
    379319.66381213   8813007.64410953 -17745615.46533511
  21847937.08983794  17797064.12882387 -11228638.62903656
 -11731753.38402457  26319973.27610113 -18294745.58382516
  17553357.49918986 -18121863.73979256 -19103638.45960411
  13703831.66563685 -25536142.21183313 -17993165.30447902
   5505794.73624971  14224551.66871388]","[-14748713.46283076  -2549373.37730619  18598561.83449434
 -13520136.06411144  19511723.1436604   20188566.49031034
  21817434.65091425  19494465.46644398 -14141625.76828028
  16533564.61545097 -13849753.0070216  -21066369.0041539
   9538832.83118209 -20394099.11985163  13517224.5480598
  15661537.51753397 -20388668.90450745   9696513.01897575
  11886424.28841967 -19388050.18533833  21303435.91759924
  -1749910.59804255  -1999411.74151736  18856763.49936267
  20337571.22554738 -16534356.93542666  -9809278.57494223
   1149872.76743557   5863132.08354943 -16554022.09942926
 -11645988.47229443 -21414063.80796896]","[-7.51780021e-05  2.10211064e-04  4.95609358e-04 -4.34657003e-04
 -2.17237882e-05  2.62348494e-04  5.07041480e-06  1.64000759e-06
  9.73263062e-05 -3.16889337e-05 -3.72465691e-05 -1.69077985e-04
  3.06635161e-04 -5.41267672e-06 -3.15727477e-04 -2.55709310e-05
  1.17020835e-04  3.86328547e-05 -7.01922248e-06  6.42831585e-05
 -3.10581861e-05  1.82622640e-04  3.83309826e-04  2.49866019e-04
  6.86277381e-05 -6.13033713e-06  1.13148666e-04 -2.42070696e-05
  8.65426854e-05  2.06530263e-04 -5.69161473e-05  1.26511960e-04]","[-1.90921128e-08 -1.72294676e-08 -4.19095159e-09 -6.05359673e-09
 -8.84756446e-09 -5.12227416e-09 -1.07102096e-08 -3.72529030e-09
 -5.58793545e-09 -2.79396772e-09 -1.16415322e-08 -1.21071935e-08
 -1.11758709e-08 -8.84756446e-09 -9.77888703e-09 -9.77888703e-09
 -1.02445483e-08 -1.07102096e-08 -1.44354999e-08 -7.45058060e-09
 -1.21071935e-08 -1.76951289e-08 -2.00234354e-08 -1.39698386e-09
 -7.45058060e-09 -6.05359673e-09 -4.19095159e-09 -1.07102096e-08
 -8.84756446e-09 -7.91624188e-09 -1.30385160e-08 -3.25962901e-09]",2009-12-31 21:30:00
3,"[ 1.  2.  3.  4.  5.  6.  7.  8.  9. 10. 11. 12. 13. 14. 15. 16. 17. 18.
 19. 20. 21. 22. 23. 24. 25. 26. 27. 28. 29. 30. 31. 32.]","[-11239354.45845988  22637986.12704568 -12382232.44976165
  21727560.3661965   18601303.62338242 -14383193.29905724
   4111835.50231588  15615999.7808506   12956472.43938149
  22231721.04899579  -6933349.23046019   2580768.56407609
   5679378.83714417 -13520225.03176128   8586468.37471491
 -23009822.05333241  14566491.6727243  -16455412.45466771
  -9220662.24119392   2207496.25941434  -9874760.87134719
 -23705109.32416986   -577122.85125283   6578015.0263804
  -1636647.26632848 -10469620.30687538  16067070.02975923
  22631892.91937051  -4371467.89498485  -9185753.44235969
 -22067525.64236829  -7643749.3561717 ]","[-17456713.34428426 -12363060.06334019  12051882.25896893
  -1818941.45246178  -5753270.07766348   8105434.88059315
  15173519.51820791   6096706.57026221 -20308435.31846113
  -1057274.19825545  22745239.1289739  -15103247.64652398
  24989542.77889911 -12408519.79104559 -19659724.53649351
   -502099.78608976  11092048.68421162 -17416100.48902366
  20352459.36553127  16991325.81048681 -12560645.56360157
 -12039163.60708056  25947370.92682012 -19247678.51287296
  18883870.54229386 -19819226.26131558 -19582984.79450849
  13774672.83659481 -26049148.26781821 -17383772.04908608
   4520477.98169312  12945726.76301328]","[-16727020.98806027  -5339372.5035662   19736529.27115361
 -15575753.99945281  18084545.07360285  20967176.13650631
  21377739.87046605  20714714.17821375 -11789785.64161388
  14572822.8806242  -11713480.52631604 -21653347.55617373
   6823815.57419191 -19107950.82946645  15623923.20811547
  13525764.99566243 -19237435.49651202  12104483.22688737
  14174493.13761164 -20439960.1012444   21520930.28705461
   1053622.65369742  -4853787.76969609  17311267.72202953
  19031963.22303113 -14407174.38098174  -7145482.60503246
   3984722.54186109   3071926.48254525 -18269236.80606673
 -13976282.79310415 -21525611.36012153]","[-7.51796267e-05  2.10212463e-04  4.95610144e-04 -4.34671410e-04
 -2.17196756e-05  2.62348524e-04  5.06968465e-06  1.64170829e-06
  9.73315013e-05 -3.16894130e-05 -3.72488160e-05 -1.69073822e-04
  3.06634635e-04 -5.40943137e-06 -3.15726227e-04 -2.55732443e-05
  1.17023662e-04  3.86383391e-05 -7.02239209e-06  6.42836854e-05
 -3.10573697e-05  1.82622160e-04  3.83307277e-04  2.49870625e-04
  6.86395191e-05 -6.13155368e-06  1.13148479e-04 -2.42043156e-05
  8.65456585e-05  2.06536242e-04 -5.69154443e-05  1.26501559e-04]","[-1.90921128e-08 -1.72294676e-08 -4.19095159e-09 -6.05359673e-09
 -8.84756446e-09 -5.12227416e-09 -1.07102096e-08 -3.72529030e-09
 -5.58793545e-09 -2.79396772e-09 -1.16415322e-08 -1.21071935e-08
 -1.11758709e-08 -8.84756446e-09 -9.77888703e-09 -9.77888703e-09
 -1.02445483e-08 -1.07102096e-08 -1.44354999e-08 -7.45058060e-09
 -1.21071935e-08 -1.76951289e-08 -2.00234354e-08 -1.39698386e-09
 -7.45058060e-09 -6.05359673e-09 -4.19095159e-09 -1.07102096e-08
 -8.84756446e-09 -7.91624188e-09 -1.30385160e-08 -3.25962901e-09]",2009-12-31 21:45:00
4,"[ 1.  2.  3.  4.  5.  6.  7.  8.  9. 10. 11. 12. 13. 14. 15. 16. 17. 18.
 19. 20. 21. 22. 23. 24. 25. 26. 27. 28. 29. 30. 31. 32.]","[ -9336026.46624056  22250685.52001491 -13121348.36670571
  20383833.34171596  20379746.99010484 -14899610.96762118
   2181976.55744035  13650549.58720105  13918145.4317337
  23588937.34190875  -8006915.58561613   4900708.4541259
   5573555.8306292  -13640063.60260626   9070141.43181011
 -24227340.19830751  14707540.30474848 -15020611.23134293
  -9547414.82800297    -34570.38092042  -7943183.70148166
 -23339482.16074958   -918188.48482691   8186518.06375378
  -3167880.77517237 -10442674.68094493  16766467.91454921
  22043570.7141222   -4140631.80742254  -7162146.682615
 -20792734.4242425   -9889176.03987208]","[-16863359.81574061 -11620147.30352497   9772523.82021178
   -534073.3834125   -4891641.82579699   5764038.07625507
  16605506.64218605   7485574.11016933 -20897886.85386484
   -271303.04435874  23425953.61098925 -14175594.09379883
  25632196.61017029 -14517462.93717574 -17820531.03191099
  -1204810.95812845  13215761.38200203 -17042989.20346527
  18626862.65652949  16255807.29317525 -13993857.21575677
 -12222200.21134     25272082.21441635 -20182373.96096997
  20195064.16212077 -21271937.00389272 -19909332.78648708
  13732404.74737927 -26256653.88462165 -16812292.69239586
   3318163.42308759  11783163.48948001]","[-18420746.5995219   -8035174.45684086  20522003.26209443
 -17370301.34126109  16346634.56845823  21390111.01605925
  20569197.75532259  21582024.15287525  -9240905.74482186
  12362484.93074479  -9374428.05908907 -21866314.15182463
   3990805.72913481 -17490493.93384506  17461120.72176166
  11160721.57934393 -17755056.17686185  14310663.26109957
  16215878.253962   -21144528.11375363  21378083.93282813
   3839130.40447512  -7623137.61458457  15472835.98879298
  17409697.9833492  -12034465.76989459  -4355240.86805181
   6752793.01940968    228038.99887973 -19679757.24155864
 -16064651.1142293  -21253789.01407969]","[-7.51812401e-05  2.10214026e-04  4.95611057e-04 -4.34685896e-04
 -2.17154948e-05  2.62348685e-04  5.06883255e-06  1.64300094e-06
  9.73360006e-05 -3.16895470e-05 -3.72514675e-05 -1.69069777e-04
  3.06634254e-04 -5.40601194e-06 -3.15724895e-04 -2.55754764e-05
  1.17026684e-04  3.86439036e-05 -7.02537495e-06  6.42842177e-05
 -3.10570467e-05  1.82621869e-04  3.83304815e-04  2.49875315e-04
  6.86512196e-05 -6.13352541e-06  1.13149093e-04 -2.42010661e-05
  8.65485292e-05  2.06542435e-04 -5.69150296e-05  1.26490903e-04]","[-1.90921128e-08 -1.72294676e-08 -4.19095159e-09 -6.05359673e-09
 -8.84756446e-09 -5.12227416e-09 -1.07102096e-08 -3.72529030e-09
 -5.58793545e-09 -2.79396772e-09 -1.16415322e-08 -1.21071935e-08
 -1.11758709e-08 -8.84756446e-09 -9.77888703e-09 -9.77888703e-09
 -1.02445483e-08 -1.07102096e-08 -1.44354999e-08 -7.45058060e-09
 -1.21071935e-08 -1.76951289e-08 -2.00234354e-08 -1.39698386e-09
 -7.45058060e-09 -6.05359673e-09 -4.19095159e-09 -1.07102096e-08
 -8.84756446e-09 -7.91624188e-09 -1.30385160e-08 -3.25962901e-09]",2009-12-31 22:00:00
5,"[ 1.  2.  3.  4.  5.  6.  7.  8.  9. 10. 11. 12. 13. 14. 15. 16. 17. 18.
 19. 20. 21. 22. 23. 24. 25. 26. 27. 28. 29. 30. 31. 32.]","[ -7239020.2906884   21678739.46101672 -13984054.47935593
  18966660.74116565  21998228.14482414 -15534967.09761139
    413803.02191593  11703190.56167891  14637502.51842336
  24737244.65352739  -8897752.83310763   7270669.53354331
   5458919.60764909 -13845590.84320151   9688497.19909452
 -25220021.84849274  14925272.51217681 -13350367.47671488
  -9988738.53271016  -2366701.14441518  -6105101.62415968
 -22693092.63509961  -1354485.4158291    9572593.51963317
  -4491638.18535828 -10454092.14841761  17213022.61600232
  21171272.31385886  -3863668.36217054  -4979360.69670387
 -19418403.41627241 -12144281.40136411]","[-16318232.83102322 -10659263.49377894   7465990.27266615
    938916.60342513  -4190208.89871056   3425346.47833813
  18064768.636593     9035562.64632637 -21335412.18611014
    353491.20516603  23928838.2077355  -13371737.66200802
  25956546.61845301 -16415917.87013192 -15822918.57109381
  -1747015.68856269  15145436.69426981 -16662972.8428369
  16707923.603965    15614269.208599   -15499184.97500789
 -12315233.76077328  24313789.81730539 -21059005.09972606
  21443981.02218509 -22451315.48303083 -20046887.19552456
  13615761.81521692 -26159128.96908686 -16309394.11295757
   1898368.12687226  10756509.05164709]","[-19801088.35271279 -10589480.00256075  20941540.23396759
 -18873413.785025    14328029.09047579  21450627.21923864
  19405333.3655786   22080097.63416632  -6536475.04769796
   9941113.94929024  -6872446.06321083 -21701163.0102174
   1088886.6356378  -15570303.29153659  18997387.70486633
   8606618.78556864 -15967626.4576743   16278406.97897165
  17975608.42929756 -21489768.09617151  20875431.84299419
   6559045.85996149 -10259088.00230813  13372750.72142871
  15497446.72810902  -9455103.6536247   -1488519.27891353
   9408196.81505218  -2619757.39882902 -20762679.83463799
 -17874174.86170741 -20602607.98853724]","[-7.51828618e-05  2.10215796e-04  4.95612163e-04 -4.34700504e-04
 -2.17112491e-05  2.62348951e-04  5.06786425e-06  1.64387049e-06
  9.73397560e-05 -3.16893483e-05 -3.72545110e-05 -1.69065843e-04
  3.06634026e-04 -5.40240706e-06 -3.15723476e-04 -2.55776536e-05
  1.17029899e-04  3.86494946e-05 -7.02815338e-06  6.42847342e-05
 -3.10572613e-05  1.82621756e-04  3.83302471e-04  2.49880059e-04
  6.86627843e-05 -6.13626816e-06  1.13150541e-04 -2.41973709e-05
  8.65512920e-05  2.06548787e-04 -5.69148916e-05  1.26480058e-04]","[-1.90921128e-08 -1.72294676e-08 -4.19095159e-09 -6.05359673e-09
 -8.84756446e-09 -5.12227416e-09 -1.07102096e-08 -3.72529030e-09
 -5.58793545e-09 -2.79396772e-09 -1.16415322e-08 -1.21071935e-08
 -1.11758709e-08 -8.84756446e-09 -9.77888703e-09 -9.77888703e-09
 -1.02445483e-08 -1.07102096e-08 -1.44354999e-08 -7.45058060e-09
 -1.21071935e-08 -1.76951289e-08 -2.00234354e-08 -1.39698386e-09
 -7.45058060e-09 -6.05359673e-09 -4.19095159e-09 -1.07102096e-08
 -8.84756446e-09 -7.91624188e-09 -1.30385160e-08 -3.25962901e-09]",2009-12-31 22:15:00
6,"[ 1.  2.  3.  4.  5.  6.  7.  8.  9. 10. 11. 12. 13. 14. 15. 16. 17. 18.
 19. 20. 21. 22. 23. 24. 25. 26. 27. 28. 29. 30. 31. 32.]","[ -4983331.46017219  20959852.71462208 -14959693.81372512
  17517277.02874673  23416011.0059686  -16278174.36865382
  -1168903.20334898   9817532.01658831  15126167.84611601
  25643548.56733328  -9619033.20622679   9642515.64916935
   5295280.47817623 -14104713.40982756  10451576.15679543
 -25955997.22441065  15189717.8555505  -11466708.95436322
 -10561887.64565482  -4745760.5779033   -4390212.03947338
 -21765430.94086364  -1915659.59885037  10729097.29881815
  -5602467.29536052 -10465041.91083973  17430158.0418109
  20020129.9433117   -3504584.03897306  -2675161.02998085
 -17989649.68938797 -14359503.53660136]","[-15851388.87946808  -9471847.89255809   5179373.67774673
   2588540.57844498  -3634352.06357077   1133933.38146777
  19509171.36912775  10720884.35152203 -21581661.47210124
    838771.55700094  24222556.81955229 -12705303.52636136
  25962867.93730292 -18070525.06951463 -13711369.49981828
  -2153509.33529745  16848558.91197169 -16310263.11628616
  14637571.80958104  15083802.4724938  -17042030.50845234
 -12354373.59287544  23100196.67742075 -21836922.26770519
  22586936.91053138 -23336669.09000153 -19965061.03492865
  13464139.96223532 -25765768.53671621 -15900101.65088909
    269451.27166532   9877405.62884608]","[-20844511.9736203  -12957728.53932086  20988485.2710735
 -20059426.17061038  12063535.90114786  21148032.60756624
  17905870.5234606   22198807.56142698  -3721190.91120915
   7350583.30123748  -4250569.55542778 -21160354.52551484
  -1831813.42158779 -13381111.14548196  20206538.79526781
   5906778.32589795 -13906366.64325079  17974934.46147947
  19423782.88355812 -21469719.73611137  20019471.09305421
   9167082.85477967 -12715751.46738972  11046608.3086183
  13326635.29069204  -6712136.8304448    1404171.11458135
  11907272.65408765  -5422518.12271656 -21500439.58405353
 -19372629.35822866 -19583118.38012972]","[-7.51845114e-05  2.10217811e-04  4.95613524e-04 -4.34715275e-04
 -2.17069430e-05  2.62349295e-04  5.06678750e-06  1.64430898e-06
  9.73427312e-05 -3.16888354e-05 -3.72579272e-05 -1.69062010e-04
  3.06633954e-04 -5.39860867e-06 -3.15721971e-04 -2.55798031e-05
  1.17033303e-04  3.86550582e-05 -7.03071334e-06  6.42852138e-05
 -3.10580493e-05  1.82621807e-04  3.83300273e-04  2.49884827e-04
  6.86741598e-05 -6.13978469e-06  1.13152844e-04 -2.41932863e-05
  8.65539433e-05  2.06555241e-04 -5.69150139e-05  1.26469090e-04]","[-1.90921128e-08 -1.72294676e-08 -4.19095159e-09 -6.05359673e-09
 -8.84756446e-09 -5.12227416e-09 -1.07102096e-08 -3.72529030e-09
 -5.58793545e-09 -2.79396772e-09 -1.16415322e-08 -1.21071935e-08
 -1.11758709e-08 -8.84756446e-09 -9.77888703e-09 -9.77888703e-09
 -1.02445483e-08 -1.07102096e-08 -1.44354999e-08 -7.45058060e-09
 -1.21071935e-08 -1.76951289e-08 -2.00234354e-08 -1.39698386e-09
 -7.45058060e-09 -6.05359673e-09 -4.19095159e-09 -1.07102096e-08
 -8.84756446e-09 -7.91624188e-09 -1.30385160e-08 -3.25962901e-09]",2009-12-31 22:30:00
7,"[ 1.  2.  3.  4.  5.  6.  7.  8.  9. 10. 11. 12. 13. 14. 15. 16. 17. 18.
 19. 20. 21. 22. 23. 24. 25. 26. 27. 28. 29. 30. 31. 32.]","[ -2609525.91582364  20134355.85881386 -16030268.14932873
  16075255.39939082  24597332.34573758 -17111035.6733119
  -2550408.00115685   8032777.30986415  15403343.3747944
  26281083.21585738 -10189887.9594875   11966760.9560473
   5043729.13779753 -14380800.38273882  11361575.71537073
 -26410154.8600777   15466505.24260434  -9398445.27282605
 -11276703.67861217  -7126211.10355046  -2822129.29552657
 -20564238.07875042  -2625643.44495186  11657038.58623483
  -6503125.39591906 -10434555.87804123  17448025.76597354
  18603489.95412797  -3030214.33292578   -291542.80013222
 -16550814.49547768 -16484889.66340254]","[-15486870.78063489  -8057453.47763204   2957485.19881225
   4395696.3656519   -3202533.68762995  -1068228.06572802
  20894147.14508911  12508315.71934913 -21601525.89706135
   1211969.20608271  24280692.47037064 -12181758.1202134
  25660777.51121319 -19455743.87417955 -11532583.04372736
  -2454545.42742861  18299853.97271309 -16015244.37677463
  12461374.98053281  14674207.37280067 -18583431.58353616
 -12375914.85136367  21665954.1434735  -22476217.44384181
  23581120.80707879 -23916108.63654758 -19639701.67605176
  13315998.2037635  -25094132.15012643 -15602868.00860061
  -1551463.84790545   9149119.72554098]","[-21533140.17615489 -15098906.1270067   20663043.34948017
 -20907798.90180539   9592128.96590989  20487675.65894895
  16096414.20774693  21934476.20504039   -842324.5945503
   4635345.11297032  -1554282.26565464 -20252899.44231047
  -4720997.12684414 -10961179.98549008  21068065.22866914
   3106928.87406898 -11607054.1654538   19371824.34678932
  20536057.58968298 -21084552.08408612  18822691.21054252
  11618997.18011934 -14950552.55947789   8533743.5010936
  10933000.63297193  -3852154.22453783   4272709.941752
  14209201.02354533  -8131965.2225234  -21881042.34788177
 -20533112.500552   -18213232.81616428]","[-7.51862076e-05  2.10220107e-04  4.95615197e-04 -4.34730249e-04
 -2.17025818e-05  2.62349689e-04  5.06561199e-06  1.64431582e-06
  9.73449024e-05 -3.16880319e-05 -3.72616896e-05 -1.69058267e-04
  3.06634039e-04 -5.39461206e-06 -3.15720377e-04 -2.55819528e-05
  1.17036887e-04  3.86605408e-05 -7.03304468e-06  6.42856363e-05
 -3.10594371e-05  1.82622004e-04  3.83298248e-04  2.49889589e-04
  6.86852961e-05 -6.14406420e-06  1.13156004e-04 -2.41888747e-05
  8.65564814e-05  2.06561740e-04 -5.69153753e-05  1.26458069e-04]","[-1.90921128e-08 -1.72294676e-08 -4.19095159e-09 -6.05359673e-09
 -8.84756446e-09 -5.12227416e-09 -1.07102096e-08 -3.72529030e-09
 -5.58793545e-09 -2.79396772e-09 -1.16415322e-08 -1.21071935e-08
 -1.11758709e-08 -8.84756446e-09 -9.77888703e-09 -9.77888703e-09
 -1.02445483e-08 -1.07102096e-08 -1.44354999e-08 -7.45058060e-09
 -1.21071935e-08 -1.76951289e-08 -2.00234354e-08 -1.39698386e-09
 -7.45058060e-09 -6.05359673e-09 -4.19095159e-09 -1.07102096e-08
 -8.84756446e-09 -7.91624188e-09 -1.30385160e-08 -3.25962901e-09]",2009-12-31 22:45:00
